sub,run,regressor,VIF
7,19,Face WM,1.8676442607305335
7,19,Scene WM,2.03623583058975
7,20,Face Perception,2.091876740888294
7,20,Scene Perception,2.2537988160737377
7,20,Face WM,1.8308281792212708
7,20,Scene WM,1.959301641343878
7,21,Face Perception,2.134474684781064
7,21,Scene Perception,2.104589755682232
7,21,Face WM,1.891010682563791
7,21,Scene WM,1.6576674344777893
7,22,Face Perception,2.179245765646533
7,22,Scene Perception,2.048073559184779
7,22,Face WM,1.9173760905091861
7,22,Scene WM,1.7464938891559407
7,23,Face Perception,2.065488461542503
7,23,Scene Perception,2.077459110951818
7,23,Face WM,1.8684800311377452
7,23,Scene WM,1.7492518230520966
7,24,Face Perception,2.030749893275848
7,24,Scene Perception,2.1182544044909974
7,24,Face WM,1.7796100644761705
7,24,Scene WM,1.7309977241811048
7,25,Face Perception,2.146135426173858
7,25,Scene Perception,2.0672426761449625
7,25,Face WM,1.851379209553321
7,25,Scene WM,1.9791747088118663
7,26,Face Perception,2.1990940841436593
7,26,Scene Perception,2.2415609144293915
7,26,Face WM,1.8534432597958201
7,26,Scene WM,1.9827303333088735
7,27,Face Perception,2.5053143720208997
7,27,Scene Perception,2.1181877425246136
7,27,Face WM,2.1108548462644916
7,27,Scene WM,1.9401009458506366
7,28,Face Perception,2.187799637580529
7,28,Scene Perception,2.186261586288791
7,28,Face WM,1.8533018994229524
7,28,Scene WM,1.7786502914730515
7,29,Face Perception,2.012774939242326
7,29,Scene Perception,2.109980178414413
7,29,Face WM,1.668351865476514
7,29,Scene WM,1.9495620523274784
7,30,Face Perception,2.0967896486739703
7,30,Scene Perception,2.085437622776112
7,30,Face WM,1.957785893714176
7,30,Scene WM,1.8345203828556451
7,31,Face Perception,2.159825481388833
7,31,Scene Perception,2.320696361023407
7,31,Face WM,1.7940735362961784
7,31,Scene WM,1.9566384597094755
7,32,Face Perception,2.045302060210204
7,32,Scene Perception,2.1111245953571176
7,32,Face WM,1.847116842403055
7,32,Scene WM,1.884865733712923
8,1,Face Perception,2.333438596203702
8,1,Scene Perception,2.031630126317582
8,1,Face WM,1.9933801628653758
8,1,Scene WM,1.7101546498580766
8,2,Face Perception,2.11923561847404
8,2,Scene Perception,2.0248304261596264
8,2,Face WM,1.8653993068436365
8,2,Scene WM,1.912602636531764
8,3,Face Perception,2.1660041451194134
8,3,Scene Perception,2.1794530504385548
8,3,Face WM,1.9639789041986158
8,3,Scene WM,1.9185850353407252
8,4,Face Perception,2.0191484215373134
8,4,Scene Perception,2.0757038217685926
8,4,Face WM,1.7801652014139708
8,4,Scene WM,1.7271270313205556
8,5,Face Perception,1.9921444237720214
8,5,Scene Perception,2.235377697512739
8,5,Face WM,1.8236830223387932
8,5,Scene WM,2.0721441728859453
8,6,Face Perception,1.943346340192185
8,6,Scene Perception,2.121691260740263
8,6,Face WM,1.6837789191035037
8,6,Scene WM,1.8065303548459275
8,7,Face Perception,2.2571595905967015
8,7,Scene Perception,2.04049940784575
8,7,Face WM,1.8033786940358403
8,7,Scene WM,1.7837348396229205
8,8,Face Perception,2.1213632703522065
8,8,Scene Perception,2.147521707862392
8,8,Face WM,1.9141336868463004
8,8,Scene WM,1.8802992410135633
8,9,Face Perception,2.1114554247862474
8,9,Scene Perception,2.0789813880392165
8,9,Face WM,1.8628854088238953
8,9,Scene WM,1.8892978914098904
8,10,Face Perception,2.322415123141546
8,10,Scene Perception,2.183095044744575
8,10,Face WM,2.0383820665653043
8,10,Scene WM,1.9248436005598766
8,11,Face Perception,2.286275140112237
8,11,Scene Perception,2.1360567076496944
8,11,Face WM,1.904042399911225
8,11,Scene WM,1.7803472584154099
8,12,Face Perception,2.3411211800003415
8,12,Scene Perception,2.2048161241097026
8,12,Face WM,1.948845977171522
8,12,Scene WM,1.792285369300731
8,13,Face Perception,2.0310701603322365
8,13,Scene Perception,2.0073279814911804
8,13,Face WM,1.8374440882546832
8,13,Scene WM,1.6954884251644942
8,14,Face Perception,2.161259223982658
8,14,Scene Perception,2.296458858622868
8,14,Face WM,1.6964079950896676
8,14,Scene WM,2.1489008746039207
8,15,Face Perception,2.147624703743698
8,15,Scene Perception,2.1470716551947615
8,15,Face WM,1.7534126857737182
8,15,Scene WM,1.8427201571879697
8,16,Face Perception,2.0827173930309475
8,16,Scene Perception,2.002755450493841
8,16,Face WM,1.845690310792707
8,16,Scene WM,1.7249101206389421
8,17,Face Perception,2.10054269668594
8,17,Scene Perception,1.8528103135586491
8,17,Face WM,1.8634818549071233
8,17,Scene WM,1.6832875869513797
8,18,Face Perception,2.086204784770462
8,18,Scene Perception,2.32940360410063
8,18,Face WM,1.7599980019380779
8,18,Scene WM,1.9897332902008478
8,19,Face Perception,2.0755243936990335
8,19,Scene Perception,2.00651064618173
8,19,Face WM,1.8459328724901214
8,19,Scene WM,1.798560976014907
8,20,Face Perception,1.9467778457772122
8,20,Scene Perception,1.9539347873570165
8,20,Face WM,1.720516431546369
8,20,Scene WM,1.7292998313696588
8,21,Face Perception,2.1427853992122077
8,21,Scene Perception,2.028105742938575
8,21,Face WM,1.9948199527544224
8,21,Scene WM,1.7600384910547326
8,22,Face Perception,2.3426914290714005
8,22,Scene Perception,2.012397993074636
8,22,Face WM,2.0559019867008814
8,22,Scene WM,1.9166439625915732
8,23,Face Perception,1.8821917067959757
8,23,Scene Perception,2.038614189567328
8,23,Face WM,1.7039063329375166
8,23,Scene WM,1.7432699600254447
8,24,Face Perception,1.968638905425333
8,24,Scene Perception,1.9176328146074144
8,24,Face WM,1.7745910448209539
8,24,Scene WM,1.7299810572463878
8,25,Face Perception,2.107022412594586
8,25,Scene Perception,2.259691462557749
8,25,Face WM,1.9191869801426176
8,25,Scene WM,1.9698330752915625
8,26,Face Perception,2.1120940112192845
8,26,Scene Perception,2.0530036397510463
8,26,Face WM,1.7156774102898413
8,26,Scene WM,1.8187760722596704
8,27,Face Perception,2.221592067112924
8,27,Scene Perception,2.175135872905066
8,27,Face WM,1.784829332255534
8,27,Scene WM,1.9555604490282394
8,28,Face Perception,2.0707879985472775
8,28,Scene Perception,2.26103514831545
8,28,Face WM,1.7493669091350366
8,28,Scene WM,1.9219093747871758
8,29,Face Perception,2.1175993724021187
8,29,Scene Perception,2.005229811109954
8,29,Face WM,1.9505838270114766
8,29,Scene WM,1.7230357886205079
8,30,Face Perception,2.096529699729319
8,30,Scene Perception,2.0332561726411114
8,30,Face WM,1.8143988043044932
8,30,Scene WM,1.8492577774523087
8,31,Face Perception,2.0383386799702383
8,31,Scene Perception,1.9739856889727567
8,31,Face WM,1.8965889459500669
8,31,Scene WM,1.6773555544911292
8,32,Face Perception,2.0692931804526653
8,32,Scene Perception,2.331262541225661
8,32,Face WM,1.761882682430857
8,32,Scene WM,1.8827062183241199
9,1,Face Perception,2.001799209477679
9,1,Scene Perception,2.083499528493003
9,1,Face WM,1.7687962015137322
9,1,Scene WM,1.7386176766872787
9,2,Face Perception,2.0697041376322867
9,2,Scene Perception,2.1687290582644665
9,2,Face WM,1.805569327308956
9,2,Scene WM,1.9346876524623464
9,3,Face Perception,2.374350413960369
9,3,Scene Perception,2.0332251266178996
9,3,Face WM,2.2158036349075565
9,3,Scene WM,1.9022791462136568
9,4,Face Perception,2.088181957266411
9,4,Scene Perception,2.076106304534492
9,4,Face WM,1.7565391323243866
9,4,Scene WM,1.7550260090194274
9,5,Face Perception,2.185422915555712
9,5,Scene Perception,2.0397332449999848
9,5,Face WM,2.025571734047858
9,5,Scene WM,1.7539882379306915
9,6,Face Perception,2.3043446969323877
9,6,Scene Perception,2.1954567643596428
9,6,Face WM,1.7067228935573153
9,6,Scene WM,2.07196646118334
9,7,Face Perception,1.9881938903992082
9,7,Scene Perception,2.0256881559882385
9,7,Face WM,1.7009508637295314
9,7,Scene WM,1.732788942234251
9,8,Face Perception,2.146439392942451
9,8,Scene Perception,2.3445734182258064
9,8,Face WM,1.7151581523255268
9,8,Scene WM,1.9809824235744031
9,9,Face Perception,2.251700291254618
9,9,Scene Perception,1.9967447853022444
9,9,Face WM,2.015002723138092
9,9,Scene WM,1.672554396778938
9,10,Face Perception,2.185020468158979
9,10,Scene Perception,1.9286430718741854
9,10,Face WM,1.8183695887394122
9,10,Scene WM,1.6625765339098821
9,11,Face Perception,2.104328511497811
9,11,Scene Perception,2.3872741886555575
9,11,Face WM,1.8286269791382017
9,11,Scene WM,1.9235025578230687
9,12,Face Perception,2.2102934363633833
9,12,Scene Perception,1.982202398670418
9,12,Face WM,1.7910860391180001
9,12,Scene WM,1.8184777152272584
9,13,Face Perception,1.92224629729134
9,13,Scene Perception,2.109499287201799
9,13,Face WM,1.6256905780116069
9,13,Scene WM,1.9286459046287325
9,14,Face Perception,2.1938922859622934
9,14,Scene Perception,2.0272127084366263
9,14,Face WM,1.8598873518841263
9,14,Scene WM,1.668507156855618
9,15,Face Perception,2.2391320645749033
9,15,Scene Perception,2.133206178098403
9,15,Face WM,1.9335431951729523
9,15,Scene WM,1.6677538548521638
9,16,Face Perception,2.111597940471961
9,16,Scene Perception,2.1109503481088905
9,16,Face WM,1.7806570979531389
9,16,Scene WM,1.8566683018047923
9,17,Face Perception,2.0222298230300573
9,17,Scene Perception,2.1156619312693024
9,17,Face WM,1.928313078667634
9,17,Scene WM,1.7726789360091717
9,18,Face Perception,2.0003559804813307
9,18,Scene Perception,2.198977405702742
9,18,Face WM,1.7502652329307284
9,18,Scene WM,1.8241317417360614
9,19,Face Perception,2.0136685623425596
9,19,Scene Perception,2.101096509319235
9,19,Face WM,1.6329617814432227
9,19,Scene WM,1.8466880335891565
9,20,Face Perception,2.0296994618116124
9,20,Scene Perception,2.651160053822502
9,20,Face WM,1.6716804281509368
9,20,Scene WM,2.265492029658138
9,21,Face Perception,2.463751249557269
9,21,Scene Perception,2.0002672445283105
9,21,Face WM,2.158918878741113
9,21,Scene WM,1.7121119842571655
9,22,Face Perception,1.8801531051586649
9,22,Scene Perception,2.2256093017245187
9,22,Face WM,1.6406422034190238
9,22,Scene WM,1.926583317362956
9,23,Face Perception,1.985451899971473
9,23,Scene Perception,2.1409725881560626
9,23,Face WM,1.7134985462862804
9,23,Scene WM,1.8862481680747667
9,24,Face Perception,2.239745826154928
9,24,Scene Perception,1.9387439635475918
9,24,Face WM,1.927912794364268
9,24,Scene WM,1.792441200791624
9,25,Face Perception,2.1552076255539556
9,25,Scene Perception,2.1842419097164854
9,25,Face WM,1.8345135151087655
9,25,Scene WM,1.7663206202396862
9,26,Face Perception,2.017065409071229
9,26,Scene Perception,1.9804087417546252
9,26,Face WM,1.7844203682752273
9,26,Scene WM,1.6980163308900358
9,27,Face Perception,2.2043694705024004
9,27,Scene Perception,1.9874356333848546
9,27,Face WM,1.9958879653531199
9,27,Scene WM,1.6383613504223251
9,28,Face Perception,2.2566449914002344
9,28,Scene Perception,2.139783155437629
9,28,Face WM,1.9879415386685186
9,28,Scene WM,2.0278693631095415
9,29,Face Perception,2.5967046153245463
9,29,Scene Perception,2.064740871443826
9,29,Face WM,2.0852934623087873
9,29,Scene WM,1.7973946562050285
9,30,Face Perception,1.963148054547923
9,30,Scene Perception,2.067090107277739
9,30,Face WM,1.66905086007385
9,30,Scene WM,1.7568056391938842
9,31,Face Perception,1.9639623878161925
9,31,Scene Perception,2.108779593748215
9,31,Face WM,1.7582832525037688
9,31,Scene WM,1.825499816273917
9,32,Face Perception,2.1604652268048374
9,32,Scene Perception,1.9142417106769347
9,32,Face WM,2.0061309972088677
9,32,Scene WM,1.6986808656020453
